soc,title,group,group_name,phys_share,ai_tech,robot_tech,barrier,raw_capability,displacement,primary_threat,national_employment,outflow,inflow,net_flow,net_flow_pct
53-5022,Motorboat Operators,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,2070.0,807.0,38470.0,37662.0,1819.4
53-5031,Ship Engineers,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,8370.0,3264.0,38466.0,35202.0,420.6
53-6011,Bridge & Lock Tenders,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,2210.0,862.0,38469.0,37608.0,1701.7
53-6021,Parking Attendants,53,Transportation & Material Moving,90,5,54,8,49.1,45,Robotic,134230.0,60404.0,29094.0,-31310.0,-23.3
53-6031,Automotive & Watercraft Service Attendants,53,Transportation & Material Moving,90,5,54,8,49.1,45,Robotic,94930.0,42718.0,29115.0,-13604.0,-14.3
53-6041,Traffic Technicians,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,5730.0,2235.0,38468.0,36233.0,632.3
53-6051,Transportation Inspectors,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,22320.0,8705.0,38459.0,29754.0,133.3
53-6061,Transportation Attendants NEC,53,Transportation & Material Moving,90,5,54,8,49.1,45,Robotic,21730.0,9778.0,29155.0,19376.0,89.2
53-7011,Conveyor Operators & Tenders,53,Transportation & Material Moving,82,5,66,8,55.0,51,Robotic,25040.0,12770.0,24812.0,12042.0,48.1
53-7021,Crane & Tower Operators,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,41080.0,16021.0,38448.0,22427.0,54.6
53-7031,Dredge Operators (Nec),53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,500.0,195.0,38470.0,38275.0,7655.1
53-7041,Hoist & Winch Operators,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,1990.0,776.0,38470.0,37693.0,1894.1
53-7051,Industrial Truck & Tractor Operators,53,Transportation & Material Moving,82,5,51,55,42.7,19,Robotic,801400.0,152266.0,67459.0,-84807.0,-10.6
53-7061,Cleaners of Vehicles & Equipment,53,Transportation & Material Moving,82,5,63,8,52.6,48,Robotic,368770.0,177010.0,27777.0,-149232.0,-40.5
53-7062,"Laborers & Freight, Stock & Material Movers (Hand)",53,Transportation & Material Moving,94,5,55,8,52.0,48,Robotic,2961990.0,1421755.0,23582.0,-1398173.0,-47.2
53-7063,Machine Feeders & Offbearers,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,44460.0,17339.0,38447.0,21107.0,47.5
53-7064,Packers & Packagers (Hand),53,Transportation & Material Moving,82,5,69,8,57.5,53,Robotic,600460.0,318244.0,22576.0,-295668.0,-49.2
53-7065,Stockers & Order Fillers,53,Transportation & Material Moving,82,5,69,8,57.5,53,Robotic,2743280.0,1453938.0,21638.0,-1432300.0,-52.2
53-7070,"Tank Car, Truck & Ship Loaders",53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,0.0,0.0,38471.0,38471.0,
53-7081,Refuse & Recyclable Material Collectors,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,137820.0,53750.0,38396.0,-15354.0,-11.1
53-7099,Material Moving Workers NEC,53,Transportation & Material Moving,82,5,51,8,42.7,39,Robotic,0.0,0.0,38471.0,38471.0,
55-1011,Army Officers,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-1012,Navy Officers,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-1013,Marine Officers,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-1014,Air Force Officers,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-1015,Coast Guard Officers,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-1019,Military Officers NEC,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-2011,Army Enlisted,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-2012,Navy Enlisted,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-2013,Marine Enlisted,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-2014,Air Force Enlisted,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-2015,Coast Guard Enlisted,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-2019,Military Enlisted NEC,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
55-3011,Military Occupations (Officer & Enlisted) NEC,55,Military,55,21,18,85,19.4,3,Both,0.0,0.0,125331.0,125331.0,
